,Origin ISO,Destination ISO,colony_of_destination_ever
27991,LTU,COD,0.0
27992,LTU,COG,0.0
27993,LTU,COK,0.0
27994,LTU,COL,0.0
27995,LTU,COM,0.0
27996,LTU,CPV,0.0
27997,LTU,CRI,0.0
27998,LTU,CUB,0.0
27999,LTU,CUW,0.0
28000,LTU,CYM,0.0
28001,LTU,CYP,0.0
28002,LTU,CZE,0.0
28003,LTU,DEU,0.0
28004,LTU,DJI,0.0
28005,LTU,DMA,0.0
28006,LTU,DNK,0.0
28007,LTU,DOM,0.0
28008,LTU,DZA,0.0
28009,LTU,ECU,0.0
28010,LTU,EGY,0.0
28011,LTU,ERI,0.0
28012,LTU,ESH,0.0
28013,LTU,ESP,0.0
28014,LTU,EST,0.0
28015,LTU,ETH,0.0
28016,LTU,FIN,0.0
28017,LTU,FJI,0.0
28018,LTU,FLK,0.0
28019,LTU,FRA,0.0
28020,LTU,FRO,0.0
28021,LTU,FSM,0.0
28022,LTU,GAB,0.0
28023,LTU,GBR,0.0
28024,LTU,GEO,0.0
28025,LTU,GHA,0.0
28026,LTU,GIB,0.0
28027,LTU,GIN,0.0
28028,LTU,GLP,0.0
28029,LTU,GMB,0.0
28030,LTU,GNB,0.0
28031,LTU,GNQ,0.0
28032,LTU,GRC,0.0
28033,LTU,GRD,0.0
28034,LTU,GRL,0.0
28035,LTU,GTM,0.0
28036,LTU,GUF,0.0
28037,LTU,GUM,0.0
28038,LTU,GUY,0.0
28039,LTU,HKG,0.0
28040,LTU,HND,0.0
28041,LTU,HRV,0.0
28042,LTU,HTI,0.0
28043,LTU,HUN,0.0
28044,LTU,IDN,0.0
28045,LTU,IMN,0.0
28046,LTU,IND,0.0
28047,LTU,IRL,0.0
28048,LTU,IRN,0.0
28049,LTU,IRQ,0.0
28050,LTU,ISL,0.0
28051,LTU,ISR,0.0
28052,LTU,ITA,0.0
28053,LTU,JAM,0.0
28054,LTU,JOR,0.0
28055,LTU,JPN,0.0
28056,LTU,KAZ,0.0
28057,LTU,KEN,0.0
28058,LTU,KGZ,0.0
28059,LTU,KHM,0.0
28060,LTU,KIR,0.0
28061,LTU,KNA,0.0
28062,LTU,KOR,0.0
28063,LTU,KWT,0.0
28064,LTU,LAO,0.0
28065,LTU,LBN,0.0
28066,LTU,LBR,0.0
28067,LTU,LBY,0.0
28068,LTU,LCA,0.0
28069,LTU,LIE,0.0
28070,LTU,LKA,0.0
28071,LTU,LSO,0.0
28072,LTU,LTU,0.0
28073,LTU,LUX,0.0
28074,LTU,LVA,0.0
28075,LTU,MAC,0.0
28076,LTU,MAR,0.0
28077,LTU,MCO,0.0
28078,LTU,MDA,0.0
28079,LTU,MDG,0.0
28080,LTU,MDV,0.0
28081,LTU,MEX,0.0
28082,LTU,MHL,0.0
28083,LTU,MKD,0.0
28084,LTU,MLI,0.0
28085,LTU,MLT,0.0
28086,LTU,MMR,0.0
28087,LTU,MNE,0.0
28088,LTU,MNG,0.0
28089,LTU,MNP,0.0
28090,LTU,MOZ,0.0
28091,LTU,MRT,0.0
28092,LTU,MSR,0.0
28093,LTU,MTQ,0.0
28094,LTU,MUS,0.0
28095,LTU,MWI,0.0
28096,LTU,MYS,0.0
28097,LTU,MYT,0.0
28098,LTU,NAM,0.0
28099,LTU,NCL,0.0
28100,LTU,NER,0.0
28101,LTU,NGA,0.0
28102,LTU,NIC,0.0
28103,LTU,NIU,0.0
28104,LTU,NLD,0.0
28105,LTU,NOR,0.0
28106,LTU,NPL,0.0
28107,LTU,NRU,0.0
28108,LTU,NZL,0.0
28109,LTU,OMN,0.0
28110,LTU,PAK,0.0
28111,LTU,PAN,0.0
28112,LTU,PER,0.0
28113,LTU,PHL,0.0
28114,LTU,PLW,0.0
28115,LTU,PNG,0.0
28116,LTU,POL,0.0
28117,LTU,PRI,0.0
28118,LTU,PRK,0.0
28119,LTU,PRT,0.0
28120,LTU,PRY,0.0
28121,LTU,PSE,0.0
28122,LTU,PYF,0.0
28123,LTU,QAT,0.0
28124,LTU,REU,0.0
28125,LTU,ROU,0.0
28126,LTU,RUS,1.0
28127,LTU,RWA,0.0
28128,LTU,SAU,0.0
28129,LTU,SDN,0.0
28130,LTU,SEN,0.0
28131,LTU,SGP,0.0
28132,LTU,SHN,0.0
28133,LTU,SLB,0.0
28134,LTU,SLE,0.0
28135,LTU,SLV,0.0
28136,LTU,SMR,0.0
28137,LTU,SOM,0.0
28138,LTU,SPM,0.0
28139,LTU,SRB,0.0
28140,LTU,SSD,0.0
28141,LTU,STP,0.0
28142,LTU,SUR,0.0
28143,LTU,SVK,0.0
28144,LTU,SVN,0.0
28145,LTU,SWE,0.0
28146,LTU,SWZ,0.0
28147,LTU,SXM,0.0
28148,LTU,SYC,0.0
28149,LTU,SYR,0.0
28150,LTU,TCA,0.0
28151,LTU,TCD,0.0
28152,LTU,TGO,0.0
28153,LTU,THA,0.0
28154,LTU,TJK,0.0
28155,LTU,TKL,0.0
28156,LTU,TKM,0.0
28157,LTU,TLS,0.0
28158,LTU,TON,0.0
28159,LTU,TTO,0.0
28160,LTU,TUN,0.0
28161,LTU,TUR,0.0
28162,LTU,TUV,0.0
28163,LTU,TWN,0.0
28164,LTU,TZA,0.0
28165,LTU,UGA,0.0
28166,LTU,UKR,0.0
28167,LTU,URY,0.0
28168,LTU,USA,0.0
28169,LTU,UZB,0.0
28170,LTU,VCT,0.0
28171,LTU,VEN,0.0
28172,LTU,VGB,0.0
28173,LTU,VIR,0.0
28174,LTU,VNM,0.0
28175,LTU,VUT,0.0
28176,LTU,WLF,0.0
28177,LTU,WSM,0.0
28178,LTU,YEM,0.0
28179,LTU,ZAF,0.0
28180,LTU,ZMB,0.0
28181,LTU,ZWE,0.0
28182,LUX,ABW,0.0
28183,LUX,AFG,0.0
28184,LUX,AGO,0.0
28185,LUX,AIA,0.0
28186,LUX,ALB,0.0
28187,LUX,AND,0.0
28188,LUX,ARE,0.0
28189,LUX,ARG,0.0
28190,LUX,ARM,0.0
28191,LUX,ASM,0.0
28192,LUX,ATG,0.0
28193,LUX,AUS,0.0
28194,LUX,AUT,0.0
28195,LUX,AZE,0.0
28196,LUX,BDI,0.0
28197,LUX,BEL,0.0
28198,LUX,BEN,0.0
28199,LUX,BES,0.0
28200,LUX,BFA,0.0
28201,LUX,BGD,0.0
28202,LUX,BGR,0.0
28203,LUX,BHR,0.0
28204,LUX,BHS,0.0
28205,LUX,BIH,0.0
28206,LUX,BLR,0.0
28207,LUX,BLZ,0.0
28208,LUX,BMU,0.0
28209,LUX,BOL,0.0
28210,LUX,BRA,0.0
28211,LUX,BRB,0.0
28212,LUX,BRN,0.0
28213,LUX,BTN,0.0
28214,LUX,BWA,0.0
28215,LUX,CAF,0.0
28216,LUX,CAN,0.0
28217,LUX,CHE,0.0
28218,LUX,CHL,0.0
28219,LUX,CHN,0.0
28220,LUX,CIV,0.0
28221,LUX,CMR,0.0
28222,LUX,COD,0.0
28223,LUX,COG,0.0
28224,LUX,COK,0.0
28225,LUX,COL,0.0
28226,LUX,COM,0.0
28227,LUX,CPV,0.0
28228,LUX,CRI,0.0
28229,LUX,CUB,0.0
28230,LUX,CUW,0.0
28231,LUX,CYM,0.0
28232,LUX,CYP,0.0
28233,LUX,CZE,0.0
28234,LUX,DEU,0.0
28235,LUX,DJI,0.0
28236,LUX,DMA,0.0
28237,LUX,DNK,0.0
28238,LUX,DOM,0.0
28239,LUX,DZA,0.0
28240,LUX,ECU,0.0
28241,LUX,EGY,0.0
28242,LUX,ERI,0.0
28243,LUX,ESH,0.0
28244,LUX,ESP,0.0
28245,LUX,EST,0.0
28246,LUX,ETH,0.0
28247,LUX,FIN,0.0
28248,LUX,FJI,0.0
28249,LUX,FLK,0.0
28250,LUX,FRA,0.0
28251,LUX,FRO,0.0
28252,LUX,FSM,0.0
28253,LUX,GAB,0.0
28254,LUX,GBR,0.0
28255,LUX,GEO,0.0
28256,LUX,GHA,0.0
28257,LUX,GIB,0.0
28258,LUX,GIN,0.0
28259,LUX,GLP,0.0
28260,LUX,GMB,0.0
28261,LUX,GNB,0.0
28262,LUX,GNQ,0.0
28263,LUX,GRC,0.0
28264,LUX,GRD,0.0
28265,LUX,GRL,0.0
28266,LUX,GTM,0.0
28267,LUX,GUF,0.0
28268,LUX,GUM,0.0
28269,LUX,GUY,0.0
28270,LUX,HKG,0.0
28271,LUX,HND,0.0
28272,LUX,HRV,0.0
28273,LUX,HTI,0.0
28274,LUX,HUN,0.0
28275,LUX,IDN,0.0
28276,LUX,IMN,0.0
28277,LUX,IND,0.0
28278,LUX,IRL,0.0
28279,LUX,IRN,0.0
28280,LUX,IRQ,0.0
28281,LUX,ISL,0.0
28282,LUX,ISR,0.0
28283,LUX,ITA,0.0
28284,LUX,JAM,0.0
28285,LUX,JOR,0.0
28286,LUX,JPN,0.0
28287,LUX,KAZ,0.0
28288,LUX,KEN,0.0
28289,LUX,KGZ,0.0
28290,LUX,KHM,0.0
28291,LUX,KIR,0.0
28292,LUX,KNA,0.0
28293,LUX,KOR,0.0
28294,LUX,KWT,0.0
28295,LUX,LAO,0.0
28296,LUX,LBN,0.0
28297,LUX,LBR,0.0
28298,LUX,LBY,0.0
28299,LUX,LCA,0.0
28300,LUX,LIE,0.0
28301,LUX,LKA,0.0
28302,LUX,LSO,0.0
28303,LUX,LTU,0.0
28304,LUX,LUX,0.0
28305,LUX,LVA,0.0
28306,LUX,MAC,0.0
28307,LUX,MAR,0.0
28308,LUX,MCO,0.0
28309,LUX,MDA,0.0
28310,LUX,MDG,0.0
28311,LUX,MDV,0.0
28312,LUX,MEX,0.0
28313,LUX,MHL,0.0
28314,LUX,MKD,0.0
28315,LUX,MLI,0.0
28316,LUX,MLT,0.0
28317,LUX,MMR,0.0
28318,LUX,MNE,0.0
28319,LUX,MNG,0.0
28320,LUX,MNP,0.0
28321,LUX,MOZ,0.0
28322,LUX,MRT,0.0
28323,LUX,MSR,0.0
28324,LUX,MTQ,0.0
28325,LUX,MUS,0.0
28326,LUX,MWI,0.0
28327,LUX,MYS,0.0
28328,LUX,MYT,0.0
28329,LUX,NAM,0.0
28330,LUX,NCL,0.0
28331,LUX,NER,0.0
28332,LUX,NGA,0.0
28333,LUX,NIC,0.0
28334,LUX,NIU,0.0
28335,LUX,NLD,1.0
28336,LUX,NOR,0.0
28337,LUX,NPL,0.0
28338,LUX,NRU,0.0
28339,LUX,NZL,0.0
28340,LUX,OMN,0.0
28341,LUX,PAK,0.0
28342,LUX,PAN,0.0
28343,LUX,PER,0.0
28344,LUX,PHL,0.0
28345,LUX,PLW,0.0
28346,LUX,PNG,0.0
28347,LUX,POL,0.0
28348,LUX,PRI,0.0
28349,LUX,PRK,0.0
28350,LUX,PRT,0.0
28351,LUX,PRY,0.0
28352,LUX,PSE,0.0
28353,LUX,PYF,0.0
28354,LUX,QAT,0.0
28355,LUX,REU,0.0
28356,LUX,ROU,0.0
28357,LUX,RUS,0.0
28358,LUX,RWA,0.0
28359,LUX,SAU,0.0
28360,LUX,SDN,0.0
28361,LUX,SEN,0.0
28362,LUX,SGP,0.0
28363,LUX,SHN,0.0
28364,LUX,SLB,0.0
28365,LUX,SLE,0.0
28366,LUX,SLV,0.0
28367,LUX,SMR,0.0
28368,LUX,SOM,0.0
28369,LUX,SPM,0.0
28370,LUX,SRB,0.0
28371,LUX,SSD,0.0
28372,LUX,STP,0.0
28373,LUX,SUR,0.0
28374,LUX,SVK,0.0
28375,LUX,SVN,0.0
28376,LUX,SWE,0.0
28377,LUX,SWZ,0.0
28378,LUX,SXM,0.0
28379,LUX,SYC,0.0
28380,LUX,SYR,0.0
28381,LUX,TCA,0.0
28382,LUX,TCD,0.0
28383,LUX,TGO,0.0
28384,LUX,THA,0.0
28385,LUX,TJK,0.0
28386,LUX,TKL,0.0
28387,LUX,TKM,0.0
28388,LUX,TLS,0.0
28389,LUX,TON,0.0
28390,LUX,TTO,0.0
28391,LUX,TUN,0.0
28392,LUX,TUR,0.0
28393,LUX,TUV,0.0
28394,LUX,TWN,0.0
28395,LUX,TZA,0.0
28396,LUX,UGA,0.0
28397,LUX,UKR,0.0
28398,LUX,URY,0.0
28399,LUX,USA,0.0
28400,LUX,UZB,0.0
28401,LUX,VCT,0.0
28402,LUX,VEN,0.0
28403,LUX,VGB,0.0
28404,LUX,VIR,0.0
28405,LUX,VNM,0.0
28406,LUX,VUT,0.0
28407,LUX,WLF,0.0
28408,LUX,WSM,0.0
28409,LUX,YEM,0.0
28410,LUX,ZAF,0.0
28411,LUX,ZMB,0.0
28412,LUX,ZWE,0.0
28413,LVA,ABW,0.0
28414,LVA,AFG,0.0
28415,LVA,AGO,0.0
28416,LVA,AIA,0.0
28417,LVA,ALB,0.0
28418,LVA,AND,0.0
28419,LVA,ARE,0.0
28420,LVA,ARG,0.0
28421,LVA,ARM,0.0
28422,LVA,ASM,0.0
28423,LVA,ATG,0.0
28424,LVA,AUS,0.0
28425,LVA,AUT,0.0
28426,LVA,AZE,0.0
28427,LVA,BDI,0.0
28428,LVA,BEL,0.0
28429,LVA,BEN,0.0
28430,LVA,BES,0.0
28431,LVA,BFA,0.0
28432,LVA,BGD,0.0
28433,LVA,BGR,0.0
28434,LVA,BHR,0.0
28435,LVA,BHS,0.0
28436,LVA,BIH,0.0
28437,LVA,BLR,0.0
28438,LVA,BLZ,0.0
28439,LVA,BMU,0.0
28440,LVA,BOL,0.0
28441,LVA,BRA,0.0
28442,LVA,BRB,0.0
28443,LVA,BRN,0.0
28444,LVA,BTN,0.0
28445,LVA,BWA,0.0
28446,LVA,CAF,0.0
28447,LVA,CAN,0.0
28448,LVA,CHE,0.0
28449,LVA,CHL,0.0
28450,LVA,CHN,0.0
28451,LVA,CIV,0.0
28452,LVA,CMR,0.0
28453,LVA,COD,0.0
28454,LVA,COG,0.0
28455,LVA,COK,0.0
28456,LVA,COL,0.0
28457,LVA,COM,0.0
28458,LVA,CPV,0.0
28459,LVA,CRI,0.0
28460,LVA,CUB,0.0
28461,LVA,CUW,0.0
28462,LVA,CYM,0.0
28463,LVA,CYP,0.0
28464,LVA,CZE,0.0
28465,LVA,DEU,0.0
28466,LVA,DJI,0.0
28467,LVA,DMA,0.0
28468,LVA,DNK,0.0
28469,LVA,DOM,0.0
28470,LVA,DZA,0.0
28471,LVA,ECU,0.0
28472,LVA,EGY,0.0
28473,LVA,ERI,0.0
28474,LVA,ESH,0.0
28475,LVA,ESP,0.0
28476,LVA,EST,0.0
28477,LVA,ETH,0.0
28478,LVA,FIN,0.0
28479,LVA,FJI,0.0
28480,LVA,FLK,0.0
28481,LVA,FRA,0.0
28482,LVA,FRO,0.0
28483,LVA,FSM,0.0
28484,LVA,GAB,0.0
28485,LVA,GBR,0.0
28486,LVA,GEO,0.0
28487,LVA,GHA,0.0
28488,LVA,GIB,0.0
28489,LVA,GIN,0.0
28490,LVA,GLP,0.0
28491,LVA,GMB,0.0
28492,LVA,GNB,0.0
28493,LVA,GNQ,0.0
28494,LVA,GRC,0.0
28495,LVA,GRD,0.0
28496,LVA,GRL,0.0
28497,LVA,GTM,0.0
28498,LVA,GUF,0.0
28499,LVA,GUM,0.0
28500,LVA,GUY,0.0
28501,LVA,HKG,0.0
28502,LVA,HND,0.0
28503,LVA,HRV,0.0
28504,LVA,HTI,0.0
28505,LVA,HUN,0.0
28506,LVA,IDN,0.0
28507,LVA,IMN,0.0
28508,LVA,IND,0.0
28509,LVA,IRL,0.0
28510,LVA,IRN,0.0
28511,LVA,IRQ,0.0
28512,LVA,ISL,0.0
28513,LVA,ISR,0.0
28514,LVA,ITA,0.0
28515,LVA,JAM,0.0
28516,LVA,JOR,0.0
28517,LVA,JPN,0.0
28518,LVA,KAZ,0.0
28519,LVA,KEN,0.0
28520,LVA,KGZ,0.0
28521,LVA,KHM,0.0
28522,LVA,KIR,0.0
28523,LVA,KNA,0.0
28524,LVA,KOR,0.0
28525,LVA,KWT,0.0
28526,LVA,LAO,0.0
28527,LVA,LBN,0.0
28528,LVA,LBR,0.0
28529,LVA,LBY,0.0
28530,LVA,LCA,0.0
28531,LVA,LIE,0.0
28532,LVA,LKA,0.0
28533,LVA,LSO,0.0
28534,LVA,LTU,0.0
28535,LVA,LUX,0.0
28536,LVA,LVA,0.0
28537,LVA,MAC,0.0
28538,LVA,MAR,0.0
28539,LVA,MCO,0.0
28540,LVA,MDA,0.0
28541,LVA,MDG,0.0
28542,LVA,MDV,0.0
28543,LVA,MEX,0.0
28544,LVA,MHL,0.0
28545,LVA,MKD,0.0
28546,LVA,MLI,0.0
28547,LVA,MLT,0.0
28548,LVA,MMR,0.0
28549,LVA,MNE,0.0
28550,LVA,MNG,0.0
28551,LVA,MNP,0.0
28552,LVA,MOZ,0.0
28553,LVA,MRT,0.0
28554,LVA,MSR,0.0
28555,LVA,MTQ,0.0
28556,LVA,MUS,0.0
28557,LVA,MWI,0.0
28558,LVA,MYS,0.0
28559,LVA,MYT,0.0
28560,LVA,NAM,0.0
28561,LVA,NCL,0.0
28562,LVA,NER,0.0
28563,LVA,NGA,0.0
28564,LVA,NIC,0.0
28565,LVA,NIU,0.0
28566,LVA,NLD,0.0
28567,LVA,NOR,0.0
28568,LVA,NPL,0.0
28569,LVA,NRU,0.0
28570,LVA,NZL,0.0
28571,LVA,OMN,0.0
28572,LVA,PAK,0.0
28573,LVA,PAN,0.0
28574,LVA,PER,0.0
28575,LVA,PHL,0.0
28576,LVA,PLW,0.0
28577,LVA,PNG,0.0
28578,LVA,POL,0.0
28579,LVA,PRI,0.0
28580,LVA,PRK,0.0
28581,LVA,PRT,0.0
28582,LVA,PRY,0.0
28583,LVA,PSE,0.0
28584,LVA,PYF,0.0
28585,LVA,QAT,0.0
28586,LVA,REU,0.0
28587,LVA,ROU,0.0
28588,LVA,RUS,1.0
28589,LVA,RWA,0.0
28590,LVA,SAU,0.0
28591,LVA,SDN,0.0
28592,LVA,SEN,0.0
28593,LVA,SGP,0.0
28594,LVA,SHN,0.0
28595,LVA,SLB,0.0
28596,LVA,SLE,0.0
28597,LVA,SLV,0.0
28598,LVA,SMR,0.0
28599,LVA,SOM,0.0
28600,LVA,SPM,0.0
28601,LVA,SRB,0.0
28602,LVA,SSD,0.0
28603,LVA,STP,0.0
28604,LVA,SUR,0.0
28605,LVA,SVK,0.0
28606,LVA,SVN,0.0
28607,LVA,SWE,0.0
28608,LVA,SWZ,0.0
28609,LVA,SXM,0.0
28610,LVA,SYC,0.0
28611,LVA,SYR,0.0
28612,LVA,TCA,0.0
28613,LVA,TCD,0.0
28614,LVA,TGO,0.0
28615,LVA,THA,0.0
28616,LVA,TJK,0.0
28617,LVA,TKL,0.0
28618,LVA,TKM,0.0
28619,LVA,TLS,0.0
28620,LVA,TON,0.0
28621,LVA,TTO,0.0
28622,LVA,TUN,0.0
28623,LVA,TUR,0.0
28624,LVA,TUV,0.0
28625,LVA,TWN,0.0
28626,LVA,TZA,0.0
28627,LVA,UGA,0.0
28628,LVA,UKR,0.0
28629,LVA,URY,0.0
28630,LVA,USA,0.0
28631,LVA,UZB,0.0
28632,LVA,VCT,0.0
28633,LVA,VEN,0.0
28634,LVA,VGB,0.0
28635,LVA,VIR,0.0
28636,LVA,VNM,0.0
28637,LVA,VUT,0.0
28638,LVA,WLF,0.0
28639,LVA,WSM,0.0
28640,LVA,YEM,0.0
28641,LVA,ZAF,0.0
28642,LVA,ZMB,0.0
28643,LVA,ZWE,0.0
28644,MAC,ABW,0.0
28645,MAC,AFG,0.0
28646,MAC,AGO,0.0
28647,MAC,AIA,0.0
28648,MAC,ALB,0.0
28649,MAC,AND,0.0
28650,MAC,ARE,0.0
28651,MAC,ARG,0.0
28652,MAC,ARM,0.0
28653,MAC,ASM,0.0
28654,MAC,ATG,0.0
28655,MAC,AUS,0.0
28656,MAC,AUT,0.0
28657,MAC,AZE,0.0
28658,MAC,BDI,0.0
28659,MAC,BEL,0.0
28660,MAC,BEN,0.0
28661,MAC,BES,0.0
28662,MAC,BFA,0.0
28663,MAC,BGD,0.0
28664,MAC,BGR,0.0
28665,MAC,BHR,0.0
28666,MAC,BHS,0.0
28667,MAC,BIH,0.0
28668,MAC,BLR,0.0
28669,MAC,BLZ,0.0
28670,MAC,BMU,0.0
28671,MAC,BOL,0.0
28672,MAC,BRA,0.0
28673,MAC,BRB,0.0
28674,MAC,BRN,0.0
28675,MAC,BTN,0.0
28676,MAC,BWA,0.0
28677,MAC,CAF,0.0
28678,MAC,CAN,0.0
28679,MAC,CHE,0.0
28680,MAC,CHL,0.0
28681,MAC,CHN,0.0
28682,MAC,CIV,0.0
28683,MAC,CMR,0.0
28684,MAC,COD,0.0
28685,MAC,COG,0.0
28686,MAC,COK,0.0
28687,MAC,COL,0.0
28688,MAC,COM,0.0
28689,MAC,CPV,0.0
28690,MAC,CRI,0.0
28691,MAC,CUB,0.0
28692,MAC,CUW,0.0
28693,MAC,CYM,0.0
28694,MAC,CYP,0.0
28695,MAC,CZE,0.0
28696,MAC,DEU,0.0
28697,MAC,DJI,0.0
28698,MAC,DMA,0.0
28699,MAC,DNK,0.0
28700,MAC,DOM,0.0
28701,MAC,DZA,0.0
28702,MAC,ECU,0.0
28703,MAC,EGY,0.0
28704,MAC,ERI,0.0
28705,MAC,ESH,0.0
28706,MAC,ESP,0.0
28707,MAC,EST,0.0
28708,MAC,ETH,0.0
28709,MAC,FIN,0.0
28710,MAC,FJI,0.0
28711,MAC,FLK,0.0
28712,MAC,FRA,0.0
28713,MAC,FRO,0.0
28714,MAC,FSM,0.0
28715,MAC,GAB,0.0
28716,MAC,GBR,0.0
28717,MAC,GEO,0.0
28718,MAC,GHA,0.0
28719,MAC,GIB,0.0
28720,MAC,GIN,0.0
28721,MAC,GLP,0.0
28722,MAC,GMB,0.0
28723,MAC,GNB,0.0
28724,MAC,GNQ,0.0
28725,MAC,GRC,0.0
28726,MAC,GRD,0.0
28727,MAC,GRL,0.0
28728,MAC,GTM,0.0
28729,MAC,GUF,0.0
28730,MAC,GUM,0.0
28731,MAC,GUY,0.0
28732,MAC,HKG,0.0
28733,MAC,HND,0.0
28734,MAC,HRV,0.0
28735,MAC,HTI,0.0
28736,MAC,HUN,0.0
28737,MAC,IDN,0.0
28738,MAC,IMN,0.0
28739,MAC,IND,0.0
28740,MAC,IRL,0.0
28741,MAC,IRN,0.0
28742,MAC,IRQ,0.0
28743,MAC,ISL,0.0
28744,MAC,ISR,0.0
28745,MAC,ITA,0.0
28746,MAC,JAM,0.0
28747,MAC,JOR,0.0
28748,MAC,JPN,0.0
28749,MAC,KAZ,0.0
28750,MAC,KEN,0.0
28751,MAC,KGZ,0.0
28752,MAC,KHM,0.0
28753,MAC,KIR,0.0
28754,MAC,KNA,0.0
28755,MAC,KOR,0.0
28756,MAC,KWT,0.0
28757,MAC,LAO,0.0
28758,MAC,LBN,0.0
28759,MAC,LBR,0.0
28760,MAC,LBY,0.0
28761,MAC,LCA,0.0
28762,MAC,LIE,0.0
28763,MAC,LKA,0.0
28764,MAC,LSO,0.0
28765,MAC,LTU,0.0
28766,MAC,LUX,0.0
28767,MAC,LVA,0.0
28768,MAC,MAC,0.0
28769,MAC,MAR,0.0
28770,MAC,MCO,0.0
28771,MAC,MDA,0.0
28772,MAC,MDG,0.0
28773,MAC,MDV,0.0
28774,MAC,MEX,0.0
28775,MAC,MHL,0.0
28776,MAC,MKD,0.0
28777,MAC,MLI,0.0
28778,MAC,MLT,0.0
28779,MAC,MMR,0.0
28780,MAC,MNE,0.0
28781,MAC,MNG,0.0
28782,MAC,MNP,0.0
28783,MAC,MOZ,0.0
28784,MAC,MRT,0.0
28785,MAC,MSR,0.0
28786,MAC,MTQ,0.0
28787,MAC,MUS,0.0
28788,MAC,MWI,0.0
28789,MAC,MYS,0.0
28790,MAC,MYT,0.0
28791,MAC,NAM,0.0
28792,MAC,NCL,0.0
28793,MAC,NER,0.0
28794,MAC,NGA,0.0
28795,MAC,NIC,0.0
28796,MAC,NIU,0.0
28797,MAC,NLD,0.0
28798,MAC,NOR,0.0
28799,MAC,NPL,0.0
28800,MAC,NRU,0.0
28801,MAC,NZL,0.0
28802,MAC,OMN,0.0
28803,MAC,PAK,0.0
28804,MAC,PAN,0.0
28805,MAC,PER,0.0
28806,MAC,PHL,0.0
28807,MAC,PLW,0.0
28808,MAC,PNG,0.0
28809,MAC,POL,0.0
28810,MAC,PRI,0.0
28811,MAC,PRK,0.0
28812,MAC,PRT,1.0
28813,MAC,PRY,0.0
28814,MAC,PSE,0.0
28815,MAC,PYF,0.0
28816,MAC,QAT,0.0
28817,MAC,REU,0.0
28818,MAC,ROU,0.0
28819,MAC,RUS,0.0
28820,MAC,RWA,0.0
28821,MAC,SAU,0.0
28822,MAC,SDN,0.0
28823,MAC,SEN,0.0
28824,MAC,SGP,0.0
28825,MAC,SHN,0.0
28826,MAC,SLB,0.0
28827,MAC,SLE,0.0
28828,MAC,SLV,0.0
28829,MAC,SMR,0.0
28830,MAC,SOM,0.0
28831,MAC,SPM,0.0
28832,MAC,SRB,0.0
28833,MAC,SSD,0.0
28834,MAC,STP,0.0
28835,MAC,SUR,0.0
28836,MAC,SVK,0.0
28837,MAC,SVN,0.0
28838,MAC,SWE,0.0
28839,MAC,SWZ,0.0
28840,MAC,SXM,0.0
28841,MAC,SYC,0.0
28842,MAC,SYR,0.0
28843,MAC,TCA,0.0
28844,MAC,TCD,0.0
28845,MAC,TGO,0.0
28846,MAC,THA,0.0
28847,MAC,TJK,0.0
28848,MAC,TKL,0.0
28849,MAC,TKM,0.0
28850,MAC,TLS,0.0
28851,MAC,TON,0.0
28852,MAC,TTO,0.0
28853,MAC,TUN,0.0
28854,MAC,TUR,0.0
28855,MAC,TUV,0.0
28856,MAC,TWN,0.0
28857,MAC,TZA,0.0
28858,MAC,UGA,0.0
28859,MAC,UKR,0.0
28860,MAC,URY,0.0
28861,MAC,USA,0.0
28862,MAC,UZB,0.0
28863,MAC,VCT,0.0
28864,MAC,VEN,0.0
28865,MAC,VGB,0.0
28866,MAC,VIR,0.0
28867,MAC,VNM,0.0
28868,MAC,VUT,0.0
28869,MAC,WLF,0.0
28870,MAC,WSM,0.0
28871,MAC,YEM,0.0
28872,MAC,ZAF,0.0
28873,MAC,ZMB,0.0
28874,MAC,ZWE,0.0
28875,MAR,ABW,0.0
28876,MAR,AFG,0.0
28877,MAR,AGO,0.0
28878,MAR,AIA,0.0
28879,MAR,ALB,0.0
28880,MAR,AND,0.0
28881,MAR,ARE,0.0
28882,MAR,ARG,0.0
28883,MAR,ARM,0.0
28884,MAR,ASM,0.0
28885,MAR,ATG,0.0
28886,MAR,AUS,0.0
28887,MAR,AUT,0.0
28888,MAR,AZE,0.0
28889,MAR,BDI,0.0
28890,MAR,BEL,0.0
28891,MAR,BEN,0.0
28892,MAR,BES,0.0
28893,MAR,BFA,0.0
28894,MAR,BGD,0.0
28895,MAR,BGR,0.0
28896,MAR,BHR,0.0
28897,MAR,BHS,0.0
28898,MAR,BIH,0.0
28899,MAR,BLR,0.0
28900,MAR,BLZ,0.0
28901,MAR,BMU,0.0
28902,MAR,BOL,0.0
28903,MAR,BRA,0.0
28904,MAR,BRB,0.0
28905,MAR,BRN,0.0
28906,MAR,BTN,0.0
28907,MAR,BWA,0.0
28908,MAR,CAF,0.0
28909,MAR,CAN,0.0
28910,MAR,CHE,0.0
28911,MAR,CHL,0.0
28912,MAR,CHN,0.0
28913,MAR,CIV,0.0
28914,MAR,CMR,0.0
28915,MAR,COD,0.0
28916,MAR,COG,0.0
28917,MAR,COK,0.0
28918,MAR,COL,0.0
28919,MAR,COM,0.0
28920,MAR,CPV,0.0
28921,MAR,CRI,0.0
28922,MAR,CUB,0.0
28923,MAR,CUW,0.0
28924,MAR,CYM,0.0
